         16610805 function calls (16597347 primitive calls) in 38.085 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      629    0.001    0.000    0.001    0.000 cbook.py:715(is_hashable)
       30    0.001    0.000    0.001    0.000 numeric.py:2547(within_tol)
        1    0.001    0.001    0.003    0.003 pyplot.py:2198(_setup_pyplot_info_docstrings)
      566    0.001    0.000    0.001    0.000 __init__.py:347(ge)
      190    0.001    0.000    0.001    0.000 backend_agg.py:54(get_hinting_flag)
       64    0.001    0.000    0.001    0.000 function_base.py:1709(diff)
       92    0.001    0.000    0.006    0.000 _base.py:713(get_xaxis_text1_transform)
      519    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      588    0.001    0.000    0.001    0.000 lines.py:1210(set_markerfacecoloralt)
      208    0.000    0.000    0.002    0.000 lines.py:1335(_get_rgba_face)
      718    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      560    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:402(parent)
       16    0.000    0.000    0.188    0.012 axis.py:1128(draw)
      152    0.000    0.000    0.001    0.000 contextlib.py:86(__exit__)
      440    0.000    0.000    0.003    0.000 fromnumeric.py:55(_wrapfunc)
       24    0.000    0.000    0.001    0.000 ticker.py:657(_compute_offset)
     1056    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       24    0.000    0.000    0.022    0.001 _base.py:1805(_update_line_limits)
      588    0.000    0.000    0.001    0.000 lines.py:1174(set_markeredgecolor)
     2825    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      322    0.000    0.000    0.001    0.000 artist.py:775(_set_gc_clip)
      128    0.000    0.000    0.003    0.000 transforms.py:2685(__init__)
      944    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:838(__exit__)
      114    0.000    0.000    0.001    0.000 numeric.py:2692(seterr)
   347/32    0.000    0.000    0.331    0.010 {built-in method builtins.__import__}
      259    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
      205    0.000    0.000    0.004    0.000 cbook.py:1126(dedent)
      397    0.000    0.000    0.001    0.000 font_manager.py:826(set_style)
       46    0.000    0.000    0.002    0.000 __init__.py:1042(_open_file_or_url)
    100/6    0.000    0.000    0.003    0.001 pyparsing.py:1128(_parseCache)
      608    0.000    0.000    0.001    0.000 lines.py:1010(set_color)
       13    0.000    0.000    0.001    0.000 enum.py:623(<listcomp>)
      360    0.000    0.000    0.003    0.000 {built-in method builtins.next}
       98    0.000    0.000    0.001    0.000 functools.py:44(update_wrapper)
      606    0.000    0.000    0.005    0.000 linecache.py:37(getlines)
      606    0.000    0.000    0.001    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.open}
      165    0.000    0.000    0.001    0.000 cbook.py:2191(is_math_text)
      208    0.000    0.000    0.001    0.000 lines.py:926(_get_markerfacecolor)
      637    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      280    0.000    0.000    0.001    0.000 transforms.py:2659(get_matrix)
      311    0.000    0.000    0.038    0.000 <frozen importlib._bootstrap_external>:1149(find_spec)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:3(<module>)
  228/168    0.000    0.000    0.004    0.000 transforms.py:2343(_iter_break_from_left_to_right)
      944    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:834(__enter__)
      333    0.000    0.000    0.004    0.000 linecache.py:82(updatecache)
      372    0.000    0.000    0.006    0.000 colors.py:113(is_color_like)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x105e681e0}
       96    0.000    0.000    0.007    0.000 _base.py:816(get_yaxis_text2_transform)
      326    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:355(__init__)
   136/68    0.000    0.000    0.006    0.000 transforms.py:2400(inverted)
      398    0.000    0.000    0.001    0.000 pyparsing.py:272(__new__)
      152    0.000    0.000    0.001    0.000 contextlib.py:60(__init__)
      180    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:178(_lock_unlock_module)
      114    0.000    0.000    0.000    0.000 numeric.py:2792(geterr)
     1445    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      322    0.000    0.000    0.001    0.000 backend_bases.py:938(set_alpha)
      259    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
  505/493    0.000    0.000    0.002    0.000 transforms.py:2567(get_matrix)
       23    0.000    0.000    0.002    0.000 abc.py:132(__new__)
      259    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
  528/527    0.000    0.000    0.003    0.000 transforms.py:1683(transform)
      588    0.000    0.000    0.000    0.000 lines.py:558(set_markevery)
    64/48    0.000    0.000    0.231    0.005 axis.py:767(reset_ticks)
      389    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
       30    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
       72    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       92    0.000    0.000    0.005    0.000 _base.py:739(get_xaxis_text2_transform)
       96    0.000    0.000    0.001    0.000 axis.py:501(apply_tickdir)
        1    0.000    0.000    0.029    0.029 pyparsing.py:58(<module>)
      190    0.000    0.000    0.006    0.000 font_manager.py:1000(get)
       54    0.000    0.000    0.017    0.000 backend_agg.py:215(get_text_width_height_descent)
       48    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
       64    0.000    0.000    0.001    0.000 ticker.py:501(__init__)
  816/624    0.000    0.000    0.058    0.000 spines.py:148(_ensure_position_is_set)
        1    0.000    0.000    0.219    0.219 pyplot.py:17(<module>)
       75    0.000    0.000    0.005    0.000 rcsetup.py:98(<listcomp>)
      624    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        6    0.000    0.000    0.004    0.001 patches.py:1798(_pprint_styles)
      322    0.000    0.000    0.006    0.000 backend_bases.py:724(new_gc)
       24    0.000    0.000    0.032    0.001 _base.py:1776(add_line)
      771    0.000    0.000    0.000    0.000 transforms.py:1642(_get_is_affine)
       36    0.000    0.000    0.001    0.000 _base.py:3719(get_children)
      321    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:153(__exit__)
      193    0.000    0.000    0.005    0.000 rcsetup.py:355(validate_color_for_prop_cycle)
      180    0.000    0.000    0.001    0.000 ticker.py:546(fix_minus)
      538    0.000    0.000    0.001    0.000 {built-in method from_bytes}
     1214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(<genexpr>)
        1    0.000    0.000    0.042    0.042 rcsetup.py:15(<module>)
       88    0.000    0.000    0.005    0.000 text.py:316(update_from)
    92/76    0.000    0.000    0.167    0.002 axis.py:1724(_get_tick)
    96/80    0.000    0.000    0.176    0.002 axis.py:2052(_get_tick)
      518    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      545    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
      304    0.000    0.000    0.001    0.000 transforms.py:2145(transform_non_affine)
      152    0.000    0.000    0.000    0.000 markers.py:211(__bool__)
      128    0.000    0.000    0.004    0.000 lines.py:730(_transform_path)
       92    0.000    0.000    0.001    0.000 axis.py:367(apply_tickdir)
       36    0.000    0.000    0.003    0.000 pyparsing.py:2968(parseImpl)
        4    0.000    0.000    0.178    0.045 _base.py:962(cla)
       24    0.000    0.000    0.010    0.000 _base.py:2236(autoscale_view)
      392    0.000    0.000    0.004    0.000 fromnumeric.py:2772(round_)
       24    0.000    0.000    0.000    0.000 {method 'ptp' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.008    0.001 rcsetup.py:796(validate_cycler)
       90    0.000    0.000    0.024    0.000 backend_agg.py:143(draw_path)
     1746    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      802    0.000    0.000    0.002    0.000 _methods.py:25(_amax)
       20    0.000    0.000    0.008    0.000 transforms.py:1264(__sub__)
      212    0.000    0.000    0.014    0.000 lines.py:983(get_path)
      644    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      397    0.000    0.000    0.001    0.000 font_manager.py:838(set_variant)
       90    0.000    0.000    0.001    0.000 backend_bases.py:992(set_dashes)
      109    0.000    0.000    0.002    0.000 transforms.py:1066(__init__)
      876    0.000    0.000    0.000    0.000 transforms.py:1018(get_points)
      606    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
       24    0.000    0.000    0.004    0.000 ticker.py:644(set_locs)
      120    0.000    0.000    0.000    0.000 cbook.py:349(__init__)
     1030    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
    64/63    0.000    0.000    0.002    0.000 transforms.py:402(_get_bounds)
       44    0.000    0.000    0.030    0.001 axis.py:1281(_copy_tick_props)
      720    0.000    0.000    0.000    0.000 axis.py:705(get_scale)
      730    0.000    0.000    0.002    0.000 _methods.py:28(_amin)
    408/4    0.000    0.000    0.602    0.150 <frozen importlib._bootstrap>:197(_call_with_frames_removed)
      645    0.000    0.000    0.000    0.000 sre_parse.py:171(append)
      208    0.000    0.000    0.001    0.000 backend_agg.py:287(points_to_pixels)
        1    0.000    0.000    0.007    0.007 random.py:38(<module>)
     1196    0.000    0.000    0.000    0.000 path.py:221(vertices)
      112    0.000    0.000    0.007    0.000 rcsetup.py:77(f)
      280    0.000    0.000    0.001    0.000 transforms.py:2130(_get_is_affine)
      400    0.000    0.000    0.001    0.000 font_manager.py:1084(get_default_size)
      404    0.000    0.000    0.001    0.000 text.py:298(set_rotation_mode)
      227    0.000    0.000    0.000    0.000 rcsetup.py:122(validate_bool)
      208    0.000    0.000    0.003    0.000 transforms.py:1791(inverted)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
      125    0.000    0.000    0.001    0.000 copy.py:268(_reconstruct)
      111    0.000    0.000    0.002    0.000 transforms.py:2550(__init__)
     31/4    0.000    0.000    0.001    0.000 pyparsing.py:2456(streamline)
       86    0.000    0.000    0.000    0.000 docstring.py:44(__call__)
      190    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      304    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:297(__enter__)
      165    0.000    0.000    0.001    0.000 text.py:1215(is_math_text)
      548    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
       95    0.000    0.000    0.001    0.000 sre_parse.py:223(__init__)
      237    0.000    0.000    0.002    0.000 transforms.py:2249(get_matrix)
     2316    0.000    0.000    0.000    0.000 inspect.py:2460(kind)
     1038    0.000    0.000    0.000    0.000 font_manager.py:793(get_file)
       20    0.000    0.000    0.043    0.002 _axes.py:659(axhline)
       24    0.000    0.000    0.002    0.000 axis.py:915(<listcomp>)
     1270    0.000    0.000    0.000    0.000 colors.py:201(<genexpr>)
      396    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      180    0.000    0.000    0.002    0.000 linecache.py:53(checkcache)
      426    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
     1204    0.000    0.000    0.000    0.000 artist.py:930(sticky_edges)
      190    0.000    0.000    0.009    0.000 font_manager.py:1443(findfont)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(<listcomp>)
       93    0.000    0.000    0.017    0.000 sre_compile.py:542(_code)
      880    0.000    0.000    0.000    0.000 font_manager.py:739(get_family)
      178    0.000    0.000    0.002    0.000 axis.py:1465(convert_units)
  256/128    0.000    0.000    0.000    0.000 transforms.py:2349(depth)
       30    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
       12    0.000    0.000    0.002    0.000 gridspec.py:83(get_grid_positions)
     10/2    0.000    0.000    0.242    0.121 image.py:120(_draw_list_compositing_images)
      212    0.000    0.000    0.001    0.000 artist.py:820(set_alpha)
      106    0.000    0.000    0.007    0.000 transforms.py:1947(rotate_deg_around)
        1    0.000    0.000    0.001    0.001 pyplot.py:1883(get_plot_commands)
     1003    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        8    0.000    0.000    0.242    0.030 _base.py:2329(draw)
      599    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      128    0.000    0.000    0.003    0.000 shape_base.py:283(<listcomp>)
       64    0.000    0.000    0.008    0.000 ticker.py:1638(__init__)
       24    0.000    0.000    0.096    0.004 axis.py:1317(get_major_ticks)
     1032    0.000    0.000    0.000    0.000 artist.py:785(get_rasterized)
       32    0.000    0.000    0.000    0.000 spines.py:193(_adjust_location)
      125    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      563    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       49    0.000    0.000    0.000    0.000 posixpath.py:73(join)
      228    0.000    0.000    0.000    0.000 _cm.py:1375(__getitem__)
      565    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
       31    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        4    0.000    0.000    0.283    0.071 _base.py:432(__init__)
      152    0.000    0.000    0.007    0.000 cm.py:68(_generate_cmap)
       66    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      348    0.000    0.000    0.000    0.000 colors.py:171(<genexpr>)
     1733    0.000    0.000    0.000    0.000 inspect.py:2452(default)
      139    0.000    0.000    0.000    0.000 sre_compile.py:388(_simple)
        1    0.000    0.000    0.007    0.007 mathtext.py:2764(<listcomp>)
      872    0.000    0.000    0.000    0.000 artist.py:730(get_visible)
      149    0.000    0.000    0.005    0.000 transforms.py:828(from_bounds)
       21    0.000    0.000    0.003    0.000 patches.py:86(__init__)
      128    0.000    0.000    0.003    0.000 shape_base.py:236(hstack)
      100    0.000    0.000    0.003    0.000 transforms.py:812(unit)
       24    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
      178    0.000    0.000    0.000    0.000 pyparsing.py:1021(preParse)
       66    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
