         16610805 function calls (16597347 primitive calls) in 38.085 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       63    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.007    0.007 py3k.py:4(<module>)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        3    0.000    0.000    0.000    0.000 function_base.py:2516(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        8    0.000    0.000    0.000    0.000 core.py:7863(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:597(_get_xdg_config_dir)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:59(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:1130(Transform)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 api.py:30(FFI)
       40    0.000    0.000    0.000    0.000 gridspec.py:50(get_geometry)
        4    0.000    0.000    0.000    0.000 figure.py:842(fixlist)
        1    0.000    0.000    0.000    0.000 dates.py:789(RRuleLocator)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        8    0.000    0.000    0.000    0.000 _base.py:155(__init__)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_NormalAccessor)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
       11    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        1    0.000    0.000    0.016    0.016 decorators.py:15(<module>)
        4    0.000    0.000    0.000    0.000 tempfile.py:118(_sanitize_params)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        9    0.000    0.000    0.000    0.000 extras.py:236(__init__)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        2    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_toolbar)
        1    0.000    0.000    0.000    0.000 pyparsing.py:266(ParseResults)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
        8    0.000    0.000    0.000    0.000 transforms.py:344(_get_xmax)
       20    0.000    0.000    0.000    0.000 lines.py:1351(set_c)
        8    0.000    0.000    0.000    0.000 text.py:1118(set_weight)
        6    0.000    0.000    0.000    0.000 patches.py:1776(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2677(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:1(<module>)
        1    0.000    0.000    0.003    0.003 figure.py:684(set_size_inches)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        8    0.000    0.000    0.002    0.000 _base.py:399(_grab_next_args)
        4    0.000    0.000    0.000    0.000 scale.py:564(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:66(RendererAgg)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 posixpath.py:102(split)
        8    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        2    0.000    0.000    0.000    0.000 random.py:96(seed)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
       51    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:257(Verbose)
        3    0.000    0.000    0.000    0.000 __init__.py:747(_get_data_path_cached)
        3    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
       10    0.000    0.000    0.000    0.000 rcsetup.py:307(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.014    0.014 parser.py:5(<module>)
       12    0.000    0.000    0.000    0.000 artist.py:657(set_clip_box)
       24    0.000    0.000    0.000    0.000 artist.py:894(get_label)
        4    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
        3    0.000    0.000    0.005    0.002 transforms.py:1902(clear)
        1    0.000    0.000    0.001    0.001 patches.py:2651(ConnectionStyle)
        8    0.000    0.000    0.000    0.000 gridspec.py:411(get_geometry)
       10    0.000    0.000    0.000    0.000 figure.py:82(<listcomp>)
        4    0.000    0.000    0.000    0.000 figure.py:155(__contains__)
        1    0.000    0.000    0.000    0.000 figure.py:1055(clf)
        1    0.000    0.000    0.000    0.000 table.py:216(Table)
        4    0.000    0.000    0.001    0.000 _base.py:926(_gen_axes_patch)
       15    0.000    0.000    0.000    0.000 axis.py:1301(get_major_locator)
        1    0.000    0.000    0.001    0.001 __init__.py:18(pylab_setup)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       60    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:218(_requires_builtin_wrapper)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(create_module)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        2    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
        1    0.000    0.000    0.003    0.003 string.py:65(__init__)
        1    0.000    0.000    0.003    0.003 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:962(update)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2648(Signature)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        6    0.000    0.000    0.000    0.000 pyparsing.py:909(setResultsName)
        1    0.000    0.000    0.000    0.000 request.py:1669(URLopener)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        4    0.000    0.000    0.000    0.000 transforms.py:820(null)
       20    0.000    0.000    0.000    0.000 transforms.py:1650(_get_has_inverse)
        1    0.000    0.000    0.000    0.000 transforms.py:1803(Affine2D)
        1    0.000    0.000    0.000    0.000 font_manager.py:615(FontProperties)
        1    0.000    0.000    0.000    0.000 patches.py:3983(FancyArrowPatch)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1807(draw_event)
        1    0.000    0.000    0.000    0.000 mathtext.py:1081(StandardPsFonts)
       12    0.000    0.000    0.000    0.000 gridspec.py:132(<listcomp>)
       12    0.000    0.000    0.000    0.000 gridspec.py:134(<listcomp>)
        4    0.000    0.000    0.000    0.000 figure.py:823(_make_key)
        4    0.000    0.000    0.000    0.000 _axes.py:200(set_xlabel)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _base.py:493(<listcomp>)
       24    0.000    0.000    0.000    0.000 _base.py:2069(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 axis.py:27(Tick)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:611(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        3    0.000    0.000    0.000    0.000 cbook.py:81(warn_deprecated)
        4    0.000    0.000    0.000    0.000 cbook.py:2670(get_label)
        3    0.000    0.000    0.000    0.000 rcsetup.py:593(validate_hinting)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
       26    0.000    0.000    0.000    0.000 pyparsing.py:1514(leaveWhitespace)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2259(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        4    0.000    0.000    0.000    0.000 ssl.py:354(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:377(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:712(SSLSocket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
        1    0.000    0.000    0.001    0.001 artist.py:1063(ArtistInspector)
        1    0.000    0.000    0.000    0.000 transforms.py:2031(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
        4    0.000    0.000    0.000    0.000 transforms.py:2613(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(_XYPair)
        1    0.000    0.000    0.000    0.000 ticker.py:489(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1627(MaxNLocator)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        2    0.000    0.000    0.000    0.000 font_manager.py:799(get_fontconfig_pattern)
       32    0.000    0.000    0.000    0.000 font_manager.py:1140(score_style)
        1    0.000    0.000    0.000    0.000 text.py:1967(Annotation)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1168(TimerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1640(RectangleSelector)
        1    0.000    0.000    0.000    0.000 blocking_input.py:126(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 dates.py:722(DateLocator)
        7    0.000    0.000    0.000    0.000 legend_handler.py:135(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:878(Barbs)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:220(PolarAxes)
        2    0.000    0.000    0.002    0.001 backend_agg.py:311(clear)
        4    0.000    0.000    0.000    0.000 tight_layout.py:21(_get_left)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
        2    0.000    0.000    0.000    0.000 sre_parse.py:886(addgroup)
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1811(getLogger)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 rcsetup.py:86(<listcomp>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:76(_listify_validator)
        8    0.000    0.000    0.000    0.000 rcsetup.py:301(__init__)
       31    0.000    0.000    0.000    0.000 pyparsing.py:2649(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3310(delimitedList)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        8    0.000    0.000    0.000    0.000 transforms.py:339(_get_ymin)
       32    0.000    0.000    0.000    0.000 font_manager.py:1157(score_variant)
        1    0.000    0.000    0.000    0.000 text.py:1283(TextWithDash)
        1    0.000    0.000    0.000    0.000 patches.py:2428(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 dviread.py:655(PsfontsMap)
       10    0.000    0.000    0.000    0.000 figure.py:84(<listcomp>)
        4    0.000    0.000    0.000    0.000 figure.py:104(bubble)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1358(AnnotationBbox)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
       24    0.000    0.000    0.000    0.000 axis.py:921(<listcomp>)
        4    0.000    0.000    0.000    0.000 tight_layout.py:25(_get_right)
        4    0.000    0.000    0.000    0.000 tight_layout.py:29(_get_bottom)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
       27    0.000    0.000    0.000    0.000 enum.py:866(<lambda>)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.000    0.000 pathlib.py:973(Path)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:240(getdoc)
        2    0.000    0.000    0.003    0.001 __init__.py:660(_get_configdir)
        2    0.000    0.000    0.000    0.000 rcsetup.py:112(validate_path_exists)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1154(enablePackrat)
        1    0.000    0.000    0.000    0.000 ssl.py:561(SSLObject)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
       36    0.000    0.000    0.000    0.000 artist.py:334(is_transform_set)
       12    0.000    0.000    0.000    0.000 transforms.py:1010(_get_minposx)
        1    0.000    0.000    0.000    0.000 transforms.py:1655(AffineBase)
        1    0.000    0.000    0.000    0.000 collections.py:1272(EventCollection)
        1    0.000    0.000    0.000    0.000 afm.py:342(AFM)
        6    0.000    0.000    0.000    0.000 patches.py:1783(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:219(__init__)
        1    0.000    0.000    0.120    0.120 backend_bases.py:2026(draw_idle)
        4    0.000    0.000    0.000    0.000 gridspec.py:391(__init__)
       28    0.000    0.000    0.000    0.000 gridspec.py:407(get_gridspec)
        1    0.000    0.000    0.000    0.000 offsetbox.py:144(OffsetBox)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
       16    0.000    0.000    0.000    0.000 _base.py:910(get_axes_locator)
       12    0.000    0.000    0.000    0.000 _base.py:1245(get_aspect)
       38    0.000    0.000    0.000    0.000 scale.py:48(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 spines.py:22(Spine)
        4    0.000    0.000    0.000    0.000 __init__.py:54(get_projection_class)
        1    0.000    0.000    0.000    0.000 backend_agg.py:128(_update_methods)
        1    0.000    0.000    0.019    0.019 backend_agg.py:413(new_figure_manager)
        4    0.000    0.000    0.000    0.000 tight_layout.py:33(_get_top)
        2    0.000    0.000    0.004    0.002 _version.py:7(<module>)
        8    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
        2    0.000    0.000    0.000    0.000 sre_parse.py:782(_parse_flags)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        1    0.000    0.000    0.000    0.000 _internal.py:198(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       12    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        6    0.000    0.000    0.000    0.000 getlimits.py:152(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5918(mvoid)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 cbook.py:1001(mkdirs)
        3    0.000    0.000    0.000    0.000 rcsetup.py:861(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 request.py:2115(FancyURLopener)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.449    0.449 pyplot.py:694(savefig)
        1    0.000    0.000    0.000    0.000 transforms.py:2077(BlendedGenericTransform)
        4    0.000    0.000    0.000    0.000 text.py:1114(set_fontsize)
        1    0.000    0.000    0.000    0.000 patches.py:1835(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:43(Dvi)
        1    0.000    0.000    0.000    0.000 gridspec.py:191(GridSpec)
        4    0.000    0.000    0.000    0.000 figure.py:1370(sca)
        1    0.000    0.000    0.000    0.000 dates.py:437(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:576(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 tz.py:83(tzoffset)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:297(CubicTriInterpolator)
        4    0.000    0.000    0.000    0.000 _base.py:285(_setdefaults)
        4    0.000    0.000    0.000    0.000 _base.py:1248(set_aspect)
       15    0.000    0.000    0.000    0.000 _base.py:2277(<listcomp>)
       11    0.000    0.000    0.000    0.000 _base.py:3036(yaxis_inverted)
       32    0.000    0.000    0.000    0.000 axis.py:330(<listcomp>)
       18    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       15    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        2    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        4    0.000    0.000    0.000    0.000 tempfile.py:235(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.013    0.013 __init__.py:1011(rc_params)
        4    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2349(_ParameterKind)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
        8    0.000    0.000    0.000    0.000 cbook.py:791(_string_to_bool)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        4    0.000    0.000    0.000    0.000 rcsetup.py:508(validate_ps_distiller)
        2    0.000    0.000    0.000    0.000 pyparsing.py:500(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2310(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2874(__init__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3565(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:1397(LightSource)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.174    0.174 pyplot.py:1389(tight_layout)
        1    0.000    0.000    0.000    0.000 docstring.py:11(Substitution)
        1    0.000    0.000    0.003    0.003 transforms.py:983(_set_p1)
        1    0.000    0.000    0.000    0.000 transforms.py:1714(Affine2DBase)
       24    0.000    0.000    0.000    0.000 ticker.py:1436(tick_values)
       34    0.000    0.000    0.000    0.000 font_manager.py:784(get_size)
       32    0.000    0.000    0.000    0.000 font_manager.py:1204(score_size)
        1    0.000    0.000    0.000    0.000 font_manager.py:1015(FontManager)
        8    0.000    0.000    0.000    0.000 text.py:1130(set_fontweight)
        4    0.000    0.000    0.000    0.000 text.py:1190(set_verticalalignment)
        1    0.000    0.000    0.000    0.000 patches.py:1110(Arrow)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2316(mpl_connect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2592(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1136(_SelectorWidget)
        8    0.000    0.000    0.000    0.000 mathtext.py:1875(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:3218(MathTextParser)
        1    0.000    0.000    0.000    0.000 backend_tools.py:664(ToolZoom)
        1    0.000    0.000    0.000    0.000 blocking_input.py:36(BlockingInput)
        4    0.000    0.000    0.000    0.000 gridspec.py:280(<listcomp>)
        4    0.000    0.000    0.000    0.000 gridspec.py:279(locally_modified_subplot_params)
        4    0.000    0.000    0.000    0.000 gridspec.py:461(get_topmost_subplotspec)
        2    0.000    0.000    0.000    0.000 figure.py:1127(<listcomp>)
        1    0.000    0.000    0.000    0.000 _subplots.py:16(SubplotBase)
        7    0.000    0.000    0.000    0.000 rrule.py:67(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:1279(rruleset)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 tz.py:35(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:325(tzfile)
        1    0.000    0.000    0.000    0.000 _common.py:219(tzrangebase)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _base.py:274(<genexpr>)
       32    0.000    0.000    0.000    0.000 axis.py:323(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:2027(YAxis)
       16    0.000    0.000    0.000    0.000 scale.py:66(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:258(AitoffTransform)
       12    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 re.py:249(escape)
        2    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 numeric.py:3100(_setdef)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        2    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        4    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
        1    0.000    0.000    0.000    0.000 utils.py:1003(SafeEval)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
